"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"60444100-3";"Services de pilotage";"604441";6;"6|604|6044|60444";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes|Services d'exploitation d'aéronefs"
"60445000-9";"Services d'exploitation d'avions";"60445";5;"6|604|6044";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes"
"60500000-3";"Services de transport spatial";"605";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60510000-6";"Services de lancement de satellites";"6051";4;"6|605";"Services de transport (à l'exclusion du transport des déchets)|Services de transport spatial"
"60520000-9";"Services de charges utiles expérimentales";"6052";4;"6|605";"Services de transport (à l'exclusion du transport des déchets)|Services de transport spatial"
"60600000-4";"Services de transport par voie d'eau";"606";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60610000-7";"Services de transport par ferry";"6061";4;"6|606";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau"
"60620000-0";"Transport de courrier par voie d'eau";"6062";4;"6|606";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau"
"60630000-3";"Services de navires câbliers";"6063";4;"6|606";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau"
"60640000-6";"Opérations de transport maritime";"6064";4;"6|606";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau"
"60650000-9";"Location de matériel de transport par voie d'eau avec équipage";"6065";4;"6|606";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau"
"60651000-6";"Location de vaisseaux avec équipage";"60651";5;"6|606|6065";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage"
"60651100-7";"Location de navires de mer avec équipage";"606511";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60651200-8";"Location de bateaux de navigation intérieure avec équipage";"606512";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60651300-9";"Services de navires antipollution";"606513";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60651400-0";"Services de navires transporteurs de charges lourdes";"606514";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60651500-1";"Services de navires de secours";"606515";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60651600-2";"Services de navires de ravitaillement offshore";"606516";6;"6|606|6065|60651";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage|Location de vaisseaux avec équipage"
"60653000-0";"Location de bateaux avec équipage";"60653";5;"6|606|6065";"Services de transport (à l'exclusion du transport des déchets)|Services de transport par voie d'eau|Location de matériel de transport par voie d'eau avec équipage"
"63000000-9";"Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages";"63";2;"6";"Services de transport (à l'exclusion du transport des déchets)"
"63100000-0";"Services de manutention et d'entreposage de cargaisons";"631";3;"6|63";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages"
"63110000-3";"Services de manutention de cargaisons";"6311";4;"6|63|631";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons"
"63111000-0";"Services de manutention de conteneurs";"63111";5;"6|63|631|6311";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de manutention de cargaisons"
"63112000-7";"Services de manutention de bagages";"63112";5;"6|63|631|6311";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de manutention de cargaisons"
"63112100-8";"Services de manutention des bagages des passagers";"631121";6;"6|63|631|6311|63112";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de manutention de cargaisons|Services de manutention de bagages"
"63112110-1";"Services de rassemblement des bagages";"6311211";7;"6|63|631|6311|63112|631121";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de manutention de cargaisons|Services de manutention de bagages|Services de manutention des bagages des passagers"
"63120000-6";"Services de stockage et d'entreposage";"6312";4;"6|63|631";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons"
"63121000-3";"Services de stockage et de récupération";"63121";5;"6|63|631|6312";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de stockage et d'entreposage"
"63121100-4";"Services de stockage";"631211";6;"6|63|631|6312|63121";"Services de transport (à l'exclusion du transport des déchets)|Services d'appui et services auxiliaires dans le domaine des transports, services des agences de voyages|Services de manutention et d'entreposage de cargaisons|Services de stockage et d'entreposage|Services de stockage et de récupération"
